sku,produto,quantidade_vendida,primeiro_nome,sobrenome,data,loja,preco_unitario,data_ambigue,faturamento,nome_completo,ltv_cliente,quantidade_compra_cliente,ultima_compra_cliente,primeira_compra_cliente,dias_compra_cliente,ranking_cliente,dia,mes_num,mes,ano,faturamento_produto,rank_produto,faturamento_produto_mes_ano,rank_produto_mes_ano,percentual,percentual_acumulado,classe_abc,ultima_compra,dias_sem_comprar,cliente_inativo,ultima_venda,dias_sem_venda,produto_inativo
HL2714,Tablet,4,Nathan,Morelli,2018-04-13,Recife,1600.0,False,6400.0,Nathan Morelli,169300.0,41,2018-12-16,2018-01-02,15,120,13,4,Abr,2018,4673600.0,6,428800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-16,15,False,2018-12-31,0,False
HL1918,iPhone,4,Brenno,Santos,2018-11-29,Recife,5300.0,False,21200.0,Brenno Santos,203600.0,58,2018-12-28,2018-01-03,3,40,29,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-28,3,False,2018-12-31,0,False
HL1148,Câmera,2,Lucas,Neto,2018-08-27,Recife,2100.0,False,4200.0,Lucas Neto,127600.0,42,2018-12-04,2018-02-04,27,299,27,8,Ago,2018,5890500.0,5,525000.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-04,27,False,2018-12-31,0,False
HL1918,iPhone,4,Guido,Monteiro,2018-12-17,Recife,5300.0,False,21200.0,Guido Monteiro,122200.0,28,2018-12-28,2018-02-24,3,323,17,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-28,3,False,2018-12-31,0,False
HL9962,Android,3,Anna,Maia,2018-08-01,Recife,3400.0,False,10200.0,Anna Maia,179700.0,57,2018-12-26,2018-01-28,5,95,1,8,Ago,2018,10822200.0,4,758200.0,4,0.10896349659432437,0.8516293376426582,B,2018-12-26,5,False,2018-12-31,0,False
HL4379,Televisão,5,Victor,Firmino,2018-08-22,Recife,2500.0,False,12500.0,Victor Firmino,91000.0,31,2018-11-09,2018-01-24,52,478,22,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-11-09,52,False,2018-12-31,0,False
HL1148,Câmera,2,Pedro,Santana,2018-03-29,Recife,2100.0,False,4200.0,Pedro Santana,118200.0,34,2018-12-11,2018-01-24,20,347,29,3,Mar,2018,5890500.0,5,556500.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-11,20,False,2018-12-31,0,False
HL1148,Câmera,3,Ruan,Lopes,2018-03-16,Recife,2100.0,False,6300.0,Ruan Lopes,151600.0,47,2018-11-11,2018-01-16,50,186,16,3,Mar,2018,5890500.0,5,556500.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-11,50,False,2018-12-31,0,False
HL1918,iPhone,2,Lucas,Almeida,2018-11-30,Recife,5300.0,False,10600.0,Lucas Almeida,148500.0,45,2018-12-24,2018-01-27,7,199,30,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-24,7,False,2018-12-31,0,False
HL2714,Tablet,3,Alessandra,Martins,2018-05-30,Recife,1600.0,False,4800.0,Alessandra Martins,73800.0,24,2018-12-24,2018-01-28,7,549,30,5,Mai,2018,4673600.0,6,388800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-24,7,False,2018-12-31,0,False
HL9962,Android,3,Marina,Delgado,2018-12-20,Recife,3400.0,False,10200.0,Marina Delgado,111200.0,33,2018-12-20,2018-01-23,11,384,20,12,Dez,2018,10822200.0,4,918000.0,4,0.10896349659432437,0.8516293376426582,B,2018-12-20,11,False,2018-12-31,0,False
HL1918,iPhone,5,Rafaela,Feio,2018-04-03,Recife,5300.0,False,26500.0,Rafaela Feio,125200.0,27,2018-12-08,2018-03-17,23,311,3,4,Abr,2018,47562200.0,1,3699400.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-08,23,False,2018-12-31,0,False
HL1918,iPhone,5,Mariane,Racy,2018-09-15,Recife,5300.0,False,26500.0,Mariane Racy,105100.0,28,2018-12-28,2018-03-21,3,413,15,9,Set,2018,47562200.0,1,4218800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-28,3,False,2018-12-31,0,False
HL1918,iPhone,2,Lara,Moreira,2018-01-02,Recife,5300.0,False,10600.0,Lara Moreira,175900.0,55,2018-12-23,2018-01-02,8,103,2,1,Jan,2018,47562200.0,1,4059800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-23,8,False,2018-12-31,0,False
HL4379,Televisão,2,Andressa,Chou,2018-07-27,Recife,2500.0,False,5000.0,Andressa Chou,134900.0,39,2018-12-01,2018-01-01,30,266,27,7,Jul,2018,14827500.0,2,1370000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-01,30,False,2018-12-31,0,False
HL1918,iPhone,3,Marcela,Johnson,2018-09-10,Recife,5300.0,False,15900.0,Marcela Johnson,57200.0,15,2018-12-22,2018-01-06,9,587,10,9,Set,2018,47562200.0,1,4218800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-22,9,False,2018-12-31,0,False
HL1918,iPhone,5,Marina,Aragão,2018-07-17,Recife,5300.0,False,26500.0,Marina Aragão,139900.0,32,2018-12-25,2018-01-01,6,243,17,7,Jul,2018,47562200.0,1,4038600.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-25,6,False,2018-12-31,0,False
HL4379,Televisão,5,Lucas,Fontoura,2018-08-18,Recife,2500.0,False,12500.0,Lucas Fontoura,125500.0,35,2018-12-13,2018-01-13,18,309,18,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-13,18,False,2018-12-31,0,False
HL1918,iPhone,1,Catarina,Teixeira,2018-01-15,Recife,5300.0,False,5300.0,Catarina Teixeira,157200.0,43,2018-09-07,2018-01-15,115,165,15,1,Jan,2018,47562200.0,1,4059800.0,1,0.4788807837333051,0.4788807837333051,A,2018-09-07,115,True,2018-12-31,0,False
HL2714,Tablet,3,Pedro,Rodrigues,2018-11-04,Recife,1600.0,False,4800.0,Pedro Rodrigues,225100.0,62,2018-11-18,2018-01-10,43,23,4,11,Nov,2018,4673600.0,6,401600.0,6,0.0470562175604992,0.9579941501920569,C,2018-11-18,43,False,2018-12-31,0,False
HL1918,iPhone,5,Roberta,Teixeira,2018-05-06,Recife,5300.0,False,26500.0,Roberta Teixeira,65500.0,22,2018-11-15,2018-05-06,46,572,6,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-15,46,False,2018-12-31,0,False
HL1918,iPhone,3,Joyce,Medina,2018-04-09,Recife,5300.0,False,15900.0,Joyce Medina,116500.0,32,2018-10-24,2018-01-01,68,358,9,4,Abr,2018,47562200.0,1,3699400.0,1,0.4788807837333051,0.4788807837333051,A,2018-10-24,68,False,2018-12-31,0,False
HL8851,Notebook,2,Felipe,Cavalcanti,2018-08-02,Recife,3500.0,False,7000.0,Felipe Cavalcanti,185700.0,58,2018-11-13,2018-02-26,48,82,2,8,Ago,2018,11371500.0,3,931000.0,3,0.1144941325721535,0.7426658410483339,A,2018-11-13,48,False,2018-12-31,0,False
HL2714,Tablet,5,Lucas,Valim,2018-06-23,Recife,1600.0,False,8000.0,Lucas Valim,141300.0,45,2018-12-25,2018-03-02,6,236,23,6,Jun,2018,4673600.0,6,390400.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-25,6,False,2018-12-31,0,False
HL4379,Televisão,3,Caio,Ferreira,2018-09-28,Recife,2500.0,False,7500.0,Caio Ferreira,131400.0,46,2018-12-30,2018-01-18,1,284,28,9,Set,2018,14827500.0,2,1087500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL7348,SmartWatch,5,Victor,Corrêa,2018-12-01,Recife,1400.0,False,7000.0,Victor Corrêa,89700.0,28,2018-12-28,2018-01-09,3,481,1,12,Dez,2018,4172000.0,7,393400.0,7,0.04200584980794305,1.0,C,2018-12-28,3,False,2018-12-31,0,False
HL4379,Televisão,3,Anderson,Barreto,2018-02-14,Recife,2500.0,False,7500.0,Anderson Barreto,135500.0,35,2018-08-27,2018-02-14,126,264,14,2,Fev,2018,14827500.0,2,1367500.0,2,0.14929092474287525,0.6281717084761804,A,2018-08-27,126,True,2018-12-31,0,False
HL1918,iPhone,1,Jônatas,Tanaka,2018-12-29,Recife,5300.0,False,5300.0,Jônatas Tanaka,131200.0,35,2018-12-29,2018-01-12,2,286,29,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-29,2,False,2018-12-31,0,False
HL1918,iPhone,3,Wilson,Brandão,2018-10-15,Recife,5300.0,False,15900.0,Wilson Brandão,126600.0,40,2018-12-14,2018-02-13,17,305,15,10,Out,2018,47562200.0,1,3980300.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-14,17,False,2018-12-31,0,False
HL1148,Câmera,1,Paula,Carneiro,2018-06-14,Recife,2100.0,False,2100.0,Paula Carneiro,98500.0,31,2018-11-05,2018-02-16,56,448,14,6,Jun,2018,5890500.0,5,493500.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-05,56,False,2018-12-31,0,False
HL8851,Notebook,1,Maria,Junior,2018-01-12,Recife,3500.0,False,3500.0,Maria Junior,203500.0,64,2018-12-26,2018-01-12,5,41,12,1,Jan,2018,11371500.0,3,1036000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-26,5,False,2018-12-31,0,False
HL2714,Tablet,5,Beatriz,Rodrigues,2018-12-02,Recife,1600.0,False,8000.0,Beatriz Rodrigues,90600.0,34,2018-12-02,2018-02-27,29,479,2,12,Dez,2018,4673600.0,6,440000.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-02,29,False,2018-12-31,0,False
HL7348,SmartWatch,3,Paula,Isbelle,2018-07-23,Recife,1400.0,False,4200.0,Paula Isbelle,74500.0,26,2018-12-27,2018-03-04,4,546,23,7,Jul,2018,4172000.0,7,396200.0,6,0.04200584980794305,1.0,C,2018-12-27,4,False,2018-12-31,0,False
HL2714,Tablet,3,Henrique,Oliveira,2018-12-30,Recife,1600.0,False,4800.0,Henrique Oliveira,199300.0,58,2018-12-30,2018-01-21,1,52,30,12,Dez,2018,4673600.0,6,440000.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-30,1,False,2018-12-31,0,False
HL1918,iPhone,4,Priscila,Carvalho,2018-05-21,Recife,5300.0,False,21200.0,Priscila Carvalho,234000.0,79,2018-12-20,2018-01-03,11,19,21,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-20,11,False,2018-12-31,0,False
HL4379,Televisão,2,Stela,Mendonça,2018-05-28,Recife,2500.0,False,5000.0,Stela Mendonça,67200.0,18,2018-09-20,2018-01-15,102,565,28,5,Mai,2018,14827500.0,2,1075000.0,2,0.14929092474287525,0.6281717084761804,A,2018-09-20,102,True,2018-12-31,0,False
HL1918,iPhone,4,Jorge,Carvalho,2018-12-29,Recife,5300.0,False,21200.0,Jorge Carvalho,187800.0,58,2018-12-29,2018-02-15,2,74,29,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-29,2,False,2018-12-31,0,False
HL1918,iPhone,2,Henrique,Silva,2018-07-04,Recife,5300.0,False,10600.0,Henrique Silva,88900.0,32,2018-12-14,2018-01-18,17,486,4,7,Jul,2018,47562200.0,1,4038600.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-14,17,False,2018-12-31,0,False
HL9962,Android,5,Matheus,Gomes,2018-02-09,Recife,3400.0,False,17000.0,Matheus Gomes,332500.0,107,2018-12-21,2018-01-18,10,3,9,2,Fev,2018,10822200.0,4,877200.0,3,0.10896349659432437,0.8516293376426582,B,2018-12-21,10,False,2018-12-31,0,False
HL2714,Tablet,2,Wellington,Duarte,2018-04-26,Recife,1600.0,False,3200.0,Wellington Duarte,148800.0,45,2018-12-30,2018-01-10,1,197,26,4,Abr,2018,4673600.0,6,428800.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-30,1,False,2018-12-31,0,False
HL4379,Televisão,4,William,Mendonça,2018-12-30,Recife,2500.0,False,10000.0,William Mendonça,154300.0,56,2018-12-30,2018-02-07,1,173,30,12,Dez,2018,14827500.0,2,1322500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL4379,Televisão,3,Pedro,Bitencourt,2018-09-17,Recife,2500.0,False,7500.0,Pedro Bitencourt,117100.0,43,2018-12-07,2018-03-10,24,356,17,9,Set,2018,14827500.0,2,1087500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-07,24,False,2018-12-31,0,False
HL4379,Televisão,2,Victor,Magalhães,2018-10-09,Recife,2500.0,False,5000.0,Victor Magalhães,125700.0,41,2018-10-26,2018-02-16,66,308,9,10,Out,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-10-26,66,False,2018-12-31,0,False
HL4379,Televisão,5,Joyce,Souza,2018-11-30,Recife,2500.0,False,12500.0,Joyce Souza,197900.0,74,2018-12-11,2018-01-19,20,55,30,11,Nov,2018,14827500.0,2,1115000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-11,20,False,2018-12-31,0,False
HL4379,Televisão,1,Luiza,Cavalcanti,2018-04-26,Recife,2500.0,False,2500.0,Luiza Cavalcanti,120900.0,43,2018-12-28,2018-01-13,3,333,26,4,Abr,2018,14827500.0,2,1107500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-28,3,False,2018-12-31,0,False
HL7348,SmartWatch,1,Joyce,Medina,2018-05-05,Recife,1400.0,False,1400.0,Joyce Medina,116500.0,32,2018-10-24,2018-01-01,68,358,5,5,Mai,2018,4172000.0,7,357000.0,7,0.04200584980794305,1.0,C,2018-10-24,68,False,2018-12-31,0,False
HL4379,Televisão,3,Lais,Candido,2018-07-30,Recife,2500.0,False,7500.0,Lais Candido,118200.0,38,2018-12-28,2018-04-15,3,347,30,7,Jul,2018,14827500.0,2,1370000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-28,3,False,2018-12-31,0,False
HL1148,Câmera,5,Mateus,Franco,2018-04-14,Recife,2100.0,False,10500.0,Mateus Franco,70600.0,27,2018-10-17,2018-02-25,75,557,14,4,Abr,2018,5890500.0,5,453600.0,5,0.05930859498889946,0.9109379326315578,B,2018-10-17,75,False,2018-12-31,0,False
HL1148,Câmera,5,Sthefeson,Barroso,2018-07-15,Recife,2100.0,False,10500.0,Sthefeson Barroso,118700.0,45,2018-12-15,2018-01-01,16,345,15,7,Jul,2018,5890500.0,5,493500.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-15,16,False,2018-12-31,0,False
HL4379,Televisão,4,Manuela,Ferreira,2018-03-07,Recife,2500.0,False,10000.0,Manuela Ferreira,133600.0,39,2018-09-16,2018-01-07,106,273,7,3,Mar,2018,14827500.0,2,1337500.0,2,0.14929092474287525,0.6281717084761804,A,2018-09-16,106,True,2018-12-31,0,False
HL1918,iPhone,2,Allan,Guedes,2018-09-20,Recife,5300.0,False,10600.0,Allan Guedes,113000.0,33,2018-11-28,2018-01-07,33,375,20,9,Set,2018,47562200.0,1,4218800.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-28,33,False,2018-12-31,0,False
HL8851,Notebook,5,Bárbara,Cavalcante,2018-01-31,Recife,3500.0,False,17500.0,Bárbara Cavalcante,141700.0,42,2018-12-01,2018-01-29,30,232,31,1,Jan,2018,11371500.0,3,1036000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-01,30,False,2018-12-31,0,False
HL2714,Tablet,1,Bruno,Barcessat,2018-10-05,Recife,1600.0,False,1600.0,Bruno Barcessat,149200.0,48,2018-12-31,2018-02-08,0,195,5,10,Out,2018,4673600.0,6,433600.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-31,0,False,2018-12-31,0,False
HL4379,Televisão,4,Wilson,Vianna,2018-01-12,Recife,2500.0,False,10000.0,Wilson Vianna,134300.0,49,2018-11-22,2018-01-12,39,268,12,1,Jan,2018,14827500.0,2,1267500.0,2,0.14929092474287525,0.6281717084761804,A,2018-11-22,39,False,2018-12-31,0,False
HL1918,iPhone,4,Danilo,Alves,2018-12-22,Recife,5300.0,False,21200.0,Danilo Alves,203800.0,55,2018-12-29,2018-03-29,2,39,22,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-29,2,False,2018-12-31,0,False
HL1918,iPhone,5,Isabel,Leite,2018-05-02,Recife,5300.0,False,26500.0,Isabel Leite,124200.0,30,2018-11-21,2018-01-04,40,316,2,5,Mai,2018,47562200.0,1,3540400.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-21,40,False,2018-12-31,0,False
HL1918,iPhone,1,Luana,Santana,2018-02-14,Recife,5300.0,False,5300.0,Luana Santana,106200.0,36,2018-12-24,2018-02-14,7,408,14,2,Fev,2018,47562200.0,1,4102200.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-24,7,False,2018-12-31,0,False
HL9962,Android,1,Tiago,Pereira,2018-07-26,Recife,3400.0,False,3400.0,Tiago Pereira,129800.0,40,2018-11-23,2018-03-08,38,293,26,7,Jul,2018,10822200.0,4,1084600.0,3,0.10896349659432437,0.8516293376426582,B,2018-11-23,38,False,2018-12-31,0,False
HL8851,Notebook,1,Stefan,Nunes,2018-03-11,Recife,3500.0,False,3500.0,Stefan Nunes,129900.0,41,2018-11-24,2018-01-18,37,292,11,3,Mar,2018,11371500.0,3,1001000.0,3,0.1144941325721535,0.7426658410483339,A,2018-11-24,37,False,2018-12-31,0,False
HL4379,Televisão,1,Ana,Silva,2018-08-23,Recife,2500.0,False,2500.0,Ana Silva,197300.0,50,2018-12-29,2018-03-25,2,57,23,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-29,2,False,2018-12-31,0,False
HL4379,Televisão,1,Silvio,Fahrnholz,2018-06-14,Recife,2500.0,False,2500.0,Silvio Fahrnholz,138900.0,35,2018-12-17,2018-01-26,14,249,14,6,Jun,2018,14827500.0,2,1317500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-17,14,False,2018-12-31,0,False
HL4379,Televisão,3,Ylana,Teraoka,2018-06-17,Recife,2500.0,False,7500.0,Ylana Teraoka,138300.0,45,2018-12-01,2018-01-15,30,251,17,6,Jun,2018,14827500.0,2,1317500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-01,30,False,2018-12-31,0,False
HL2714,Tablet,1,Wilson,Meirelles,2018-03-04,Recife,1600.0,False,1600.0,Wilson Meirelles,146900.0,44,2018-12-25,2018-03-01,6,204,4,3,Mar,2018,4673600.0,6,387200.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-25,6,False,2018-12-31,0,False
HL1918,iPhone,4,João,Alves,2018-12-29,Recife,5300.0,False,21200.0,João Alves,106600.0,31,2018-12-29,2018-01-05,2,405,29,12,Dez,2018,47562200.0,1,4234700.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-29,2,False,2018-12-31,0,False
HL1148,Câmera,2,Roberto,Nogueira,2018-06-06,Recife,2100.0,False,4200.0,Roberto Nogueira,113000.0,43,2018-12-03,2018-01-22,28,375,6,6,Jun,2018,5890500.0,5,493500.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-03,28,False,2018-12-31,0,False
HL8851,Notebook,5,Raul,Silveira,2018-12-28,Recife,3500.0,False,17500.0,Raul Silveira,167800.0,50,2018-12-31,2018-01-01,0,124,28,12,Dez,2018,11371500.0,3,938000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-31,0,False,2018-12-31,0,False
HL2714,Tablet,2,Vinícius,Antunes,2018-12-10,Recife,1600.0,False,3200.0,Vinícius Antunes,110500.0,32,2018-12-25,2018-01-16,6,389,10,12,Dez,2018,4673600.0,6,440000.0,6,0.0470562175604992,0.9579941501920569,C,2018-12-25,6,False,2018-12-31,0,False
HL1918,iPhone,3,João,Ribeiro,2018-11-29,Recife,5300.0,False,15900.0,João Ribeiro,164100.0,46,2018-12-27,2018-01-21,4,138,29,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-27,4,False,2018-12-31,0,False
HL1918,iPhone,1,Pedro,Dalforne,2018-11-19,Recife,5300.0,False,5300.0,Pedro Dalforne,157800.0,40,2018-11-22,2018-01-28,39,161,19,11,Nov,2018,47562200.0,1,3847800.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-22,39,False,2018-12-31,0,False
HL4379,Televisão,2,Raissa,Negrelli,2018-08-09,Recife,2500.0,False,5000.0,Raissa Negrelli,90100.0,30,2018-12-27,2018-02-11,4,480,9,8,Ago,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-27,4,False,2018-12-31,0,False
HL7348,SmartWatch,1,Myllena,Corrêa,2018-08-02,Recife,1400.0,False,1400.0,Myllena Corrêa,176700.0,51,2018-12-24,2018-01-16,7,102,2,8,Ago,2018,4172000.0,7,340200.0,7,0.04200584980794305,1.0,C,2018-12-24,7,False,2018-12-31,0,False
HL1148,Câmera,4,Jéssica,Netto,2018-10-22,Recife,2100.0,False,8400.0,Jéssica Netto,166400.0,45,2018-11-05,2018-01-08,56,128,22,10,Out,2018,5890500.0,5,434700.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-05,56,False,2018-12-31,0,False
HL9962,Android,1,Renan,Firmino,2018-09-05,Recife,3400.0,False,3400.0,Renan Firmino,93900.0,30,2018-10-21,2018-01-10,71,468,5,9,Set,2018,10822200.0,4,870400.0,4,0.10896349659432437,0.8516293376426582,B,2018-10-21,71,False,2018-12-31,0,False
HL4379,Televisão,4,Itai,Puntel,2018-05-17,Recife,2500.0,False,10000.0,Itai Puntel,161800.0,44,2018-12-30,2018-05-02,1,149,17,5,Mai,2018,14827500.0,2,1075000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL2714,Tablet,4,Carolina,Siqueira,2018-07-22,Recife,1600.0,False,6400.0,Carolina Siqueira,121700.0,39,2018-11-24,2018-02-16,37,328,22,7,Jul,2018,4673600.0,6,371200.0,7,0.0470562175604992,0.9579941501920569,C,2018-11-24,37,False,2018-12-31,0,False
HL1918,iPhone,2,Gabriel,Rocha,2018-01-09,Recife,5300.0,False,10600.0,Gabriel Rocha,140500.0,35,2018-10-27,2018-01-09,65,240,9,1,Jan,2018,47562200.0,1,4059800.0,1,0.4788807837333051,0.4788807837333051,A,2018-10-27,65,False,2018-12-31,0,False
HL1918,iPhone,5,Raphael,Kurtz,2018-07-16,Recife,5300.0,False,26500.0,Raphael Kurtz,210200.0,57,2018-11-24,2018-01-20,37,34,16,7,Jul,2018,47562200.0,1,4038600.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-24,37,False,2018-12-31,0,False
HL4379,Televisão,5,Antônio,Soares,2018-10-07,Recife,2500.0,False,12500.0,Antônio Soares,141400.0,44,2018-12-21,2018-01-14,10,235,7,10,Out,2018,14827500.0,2,1230000.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-21,10,False,2018-12-31,0,False
HL4379,Televisão,3,Jessica,Ferreira,2018-04-24,Recife,2500.0,False,7500.0,Jessica Ferreira,179300.0,51,2018-11-12,2018-02-19,49,96,24,4,Abr,2018,14827500.0,2,1107500.0,2,0.14929092474287525,0.6281717084761804,A,2018-11-12,49,False,2018-12-31,0,False
HL4379,Televisão,4,Maurício,Dias,2018-12-30,Recife,2500.0,False,10000.0,Maurício Dias,95500.0,31,2018-12-30,2018-02-28,1,461,30,12,Dez,2018,14827500.0,2,1322500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-30,1,False,2018-12-31,0,False
HL8851,Notebook,3,Rodrigo,Silva,2018-08-05,Recife,3500.0,False,10500.0,Rodrigo Silva,171000.0,57,2018-12-05,2018-01-14,26,115,5,8,Ago,2018,11371500.0,3,931000.0,3,0.1144941325721535,0.7426658410483339,A,2018-12-05,26,False,2018-12-31,0,False
HL1148,Câmera,5,Rebeca,Taylor,2018-12-18,Recife,2100.0,False,10500.0,Rebeca Taylor,186600.0,58,2018-12-18,2018-01-14,13,78,18,12,Dez,2018,5890500.0,5,554400.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-18,13,False,2018-12-31,0,False
HL1918,iPhone,2,Raphael,Kurtz,2018-01-20,Recife,5300.0,False,10600.0,Raphael Kurtz,210200.0,57,2018-11-24,2018-01-20,37,34,20,1,Jan,2018,47562200.0,1,4059800.0,1,0.4788807837333051,0.4788807837333051,A,2018-11-24,37,False,2018-12-31,0,False
HL2714,Tablet,5,Antonio,Manhães,2018-06-05,Recife,1600.0,False,8000.0,Antonio Manhães,149100.0,64,2018-11-29,2018-01-16,32,196,5,6,Jun,2018,4673600.0,6,390400.0,6,0.0470562175604992,0.9579941501920569,C,2018-11-29,32,False,2018-12-31,0,False
HL1918,iPhone,1,Paula,Isbelle,2018-09-25,Recife,5300.0,False,5300.0,Paula Isbelle,74500.0,26,2018-12-27,2018-03-04,4,546,25,9,Set,2018,47562200.0,1,4218800.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-27,4,False,2018-12-31,0,False
HL1148,Câmera,5,Amanda,Amaral,2018-05-24,Recife,2100.0,False,10500.0,Amanda Amaral,110100.0,27,2018-10-29,2018-01-22,63,390,24,5,Mai,2018,5890500.0,5,476700.0,5,0.05930859498889946,0.9109379326315578,B,2018-10-29,63,False,2018-12-31,0,False
HL9962,Android,5,Raissa,Pinheiro,2018-06-05,Recife,3400.0,False,17000.0,Raissa Pinheiro,121800.0,38,2018-12-20,2018-01-29,11,327,5,6,Jun,2018,10822200.0,4,843200.0,4,0.10896349659432437,0.8516293376426582,B,2018-12-20,11,False,2018-12-31,0,False
HL1148,Câmera,5,Rodrigo,Feijo,2018-11-22,Recife,2100.0,False,10500.0,Rodrigo Feijo,153900.0,47,2018-12-26,2018-01-16,5,176,22,11,Nov,2018,5890500.0,5,504000.0,5,0.05930859498889946,0.9109379326315578,B,2018-12-26,5,False,2018-12-31,0,False
HL1918,iPhone,4,Raissa,Maia,2018-06-23,Recife,5300.0,False,21200.0,Raissa Maia,153700.0,54,2018-12-12,2018-01-08,19,177,23,6,Jun,2018,47562200.0,1,4367200.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-12,19,False,2018-12-31,0,False
HL1148,Câmera,1,Rogério,Pereira,2018-10-19,Recife,2100.0,False,2100.0,Rogério Pereira,183100.0,45,2018-11-25,2018-01-16,36,88,19,10,Out,2018,5890500.0,5,434700.0,5,0.05930859498889946,0.9109379326315578,B,2018-11-25,36,False,2018-12-31,0,False
HL9962,Android,2,Arthur,Pereira,2018-10-08,Recife,3400.0,False,6800.0,Arthur Pereira,185300.0,50,2018-11-06,2018-03-02,55,84,8,10,Out,2018,10822200.0,4,911200.0,3,0.10896349659432437,0.8516293376426582,B,2018-11-06,55,False,2018-12-31,0,False
HL4379,Televisão,3,Igor,Lima,2018-02-02,Recife,2500.0,False,7500.0,Igor Lima,108800.0,42,2018-12-21,2018-01-11,10,397,2,2,Fev,2018,14827500.0,2,1367500.0,2,0.14929092474287525,0.6281717084761804,A,2018-12-21,10,False,2018-12-31,0,False
HL1918,iPhone,2,Pedro,Santana,2018-07-29,Recife,5300.0,False,10600.0,Pedro Santana,118200.0,34,2018-12-11,2018-01-24,20,347,29,7,Jul,2018,47562200.0,1,4038600.0,1,0.4788807837333051,0.4788807837333051,A,2018-12-11,20,False,2018-12-31,0,False
